Date,First-pass,Second-pass,Third-pass
19400329,1430.0,1248.3663342860814,1248.3663342860814
19400330,1360.0,1236.4771181471149,1236.4771181471149
19400331,1280.0,1229.7049925914757,1229.7049925914757
19400401,1284.125,1225.4597892880818,1225.4597892880818
19400402,1290.940625,1220.4268414600883,1220.4268414600883
19400403,1297.620078125,1214.4387190193522,1214.4387190193522
19400404,1306.423572265625,1207.3373860861664,1207.3373860861664
19400405,1314.191804345703,1198.988442662964,1198.988442662964
19400406,1250.0,1192.25,1192.25
19400407,1190.0,1190.0,1190.0
19400408,1202.75,1190.478125,1190.478125
19400409,1255.41875,1193.37359375,1193.37359375
19400410,1368.2623437500001,1202.258615234375,1202.258615234375
19400411,1523.6426679687502,1220.5356570312501,1220.5356570312501
19400412,1783.6194678710935,1253.0178128479004,1253.0178128479004
19400413,2245.3480077807617,1310.1277572212523,1310.1277572212523
19400414,2835.9469071972044,1402.416734741332,1402.416734741332
19400415,3387.8758891574134,1530.6288344990303,1530.6288344990303
19400416,3780.6601974706073,1684.6517751601536,1684.6517751601536
19400417,3975.6106826603113,1849.1630500280512,1849.1630500280512
19400418,4112.4398814607885,2013.7777174304883,2013.7777174304883
19400419,4655.256890351229,2191.533017566152,2191.533017566152
19400420,5922.362623574889,2423.8287730209195,2423.8287730209195
19400421,7604.435426806773,2749.2965419336624,2749.2965419336624
19400422,9404.102769796264,3180.9194836612514,3180.9194836612514
19400423,11556.295062061541,3705.897005711535,3705.897005711535
19400424,14218.322932406925,4243.871222338306,4243.871222338306
19400425,16965.698712476405,4721.06023748704,4721.06023748704
19400426,19278.271309040672,5124.449631614139,5124.449631614139
19400427,20956.150960862622,5442.733393328288,5442.733393328288
19400428,21949.439638797925,5667.719568274487,5667.719568274487
19400429,20600.0,5797.256863543617,5797.256863543617
19400430,14400.0,5844.151640288827,5844.151640288827
19400501,12300.0,5394.249129917589,5394.249129917589
19400502,12000.0,4846.485545856854,4846.485545856854
19400503,11100.0,4302.957346872275,4302.957346872275
19400504,9070.0,3834.1430776997568,3834.1430776997568
19400505,7190.0,3485.830354270007,3485.830354270007
19400506,5840.0,3240.222004616224,3240.222004616224
19400507,5090.0,3059.834599585107,3059.834599585107
19400508,4560.0,2916.7130806325486,2916.7130806325486
19400509,4250.0,2796.0411682514036,2796.0411682514036
19400510,4250.0,2678.1526143258416,2678.1526143258416
19400511,4140.0,2555.1649884603694,2555.1649884603694
19400512,3740.0,2442.881068605805,2442.881068605805
19400513,3240.0,2357.9795336278976,2357.9795336278976
19400514,2940.0,2298.62652284097,2298.62652284097
19400515,2650.0,2258.3800246929404,2258.3800246929404
19400516,2650.0,2226.627053722098,2226.627053722098
19400517,2370.0,2203.6508688887548,2203.6508688887548
19400518,2260.0,2194.622560960816,2194.622560960816
19400519,2267.5,2189.0176334711523,2189.0176334711523
19400520,2289.0625,2181.780042941786,2181.780042941786
19400521,2316.1328125,2171.98402024112,2171.98402024112
19400522,2348.2978515625,2158.992292258137,2158.992292258137
19400523,2381.4255126953126,2142.3001795659125,2142.3001795659125
19400524,2397.818599243164,2122.2470544521293,2122.2470544521293
19400525,2180.0,2108.73389943839,2108.73389943839
19400526,2183.75,2102.8035399333944,2102.8035399333944
19400527,2201.46875,2095.5219857388047,2095.5219857388047
19400528,2246.35859375,2085.111849025059,2085.111849025059
19400529,2298.38169921875,2069.928743825655,2069.928743825655
19400530,2331.8780717773434,2050.047570176542,2050.047570176542
19400531,2348.6122163940427,2026.5180371568813,2026.5180371568813
19400601,2356.9663001644894,2000.0636138226341,2000.0636138226341
19400602,2371.818827652153,1970.5234286805512,1970.5234286805512
19400603,2441.0574155782415,1935.1789941182826,1935.1789941182826
19400604,2560.9781094098735,1889.3001750607873,1889.3001750607873
19400605,2660.6547512041325,1830.798857067851,1830.798857067851
19400606,2704.105644863823,1761.7517213138408,1761.7517213138408
19400607,2460.0,1695.2408212231865,1695.2408212231865
19400608,2160.0,1645.395482403445,1645.395482403445
19400609,2160.0,1603.670791787508,1603.670791787508
19400610,2060.0,1562.6170722027114,1562.6170722027114
19400611,1900.0,1528.7752131921206,1528.7752131921206
19400612,1909.0,1498.311041288779,1498.311041288779
19400613,1925.2,1464.355179771653,1464.355179771653
19400614,1940.185,1426.381883536922,1426.381883536922
19400615,1949.1711249999998,1384.3578690264026,1384.3578690264026
19400616,1900.0,1340.5556236096245,1340.5556236096245
19400617,1906.75,1294.9216201185127,1294.9216201185127
19400618,1880.0,1246.3983731010949,1246.3983731010949
19400619,1840.0,1196.6468898390217,1196.6468898390217
19400620,1854.625,1143.8902187448882,1143.8902187448882
19400621,1870.403125,1085.623420602582,1085.623420602582
19400622,1540.0,1035.3873550433318,1035.3873550433318
19400623,1270.0,1005.4187622090074,1005.4187622090074
19400624,1260.0,984.3716348205485,984.3716348205485
19400625,1261.5,961.9625781843768,961.9625781843768
19400626,1263.6375,937.5891047939208,937.5891047939208
19400627,1266.3646875,911.0421867704549,911.0421867704549
19400628,1200.0,884.9227145829243,884.9227145829243
19400629,1170.0,860.5921238734315,860.5921238734315
19400630,1177.875,835.1857420253315,835.1857420253315
19400701,1200.534375,806.481503203061,806.481503203061
19400702,1231.619296875,773.2710708191878,773.2710708191878
19400703,1249.872849609375,735.36769224435,735.36769224435
19400704,1170.0,696.8891463610795,696.8891463610795
19400705,1060.0,662.9882663363021,662.9882663363021
19400706,890.0,637.6900176608672,637.6900176608672
19400707,880.0,617.6378569306673,617.6378569306673
19400708,871.0,596.7301156007214,596.7301156007214
19400709,763.0,578.8703952440231,578.8703952440231
19400710,736.0,565.035562425971,565.035562425971
19400711,668.0,553.9303377578065,553.9303377578065
19400712,671.8625,544.5248583868179,544.5248583868179
19400713,685.8978125,533.6311855871004,533.6311855871004
19400714,706.1929765625,520.4624659429801,520.4624659429801
19400715,693.0,505.93808575339074,505.93808575339074
19400716,676.0,491.46009270636836,491.46009270636836
19400717,652.0,477.4703704933712,477.4703704933712
19400718,618.0,464.6976978306716,464.6976978306716
19400719,610.0,452.5921057628882,452.5921057628882
19400720,602.0,440.15362785177103,440.15362785177103
19400721,602.3,427.01878686677946,427.01878686677946
19400722,603.1775,412.77122228841023,412.77122228841023
19400723,532.0,400.2184497712543,400.2184497712543
19400724,474.0,391.88481056351816,391.88481056351816
19400725,476.475,385.1264843929926,385.1264843929926
19400726,480.939375,377.53885981674875,377.53885981674875
19400727,483.418921875,369.0545120907419,369.0545120907419
19400728,405.0,362.96086758965345,362.96086758965345
19400729,407.025,359.47019469151724,359.47019469151724
19400730,410.923125,355.4563675719105,355.4563675719105
19400731,413.778890625,350.84328863348435,350.84328863348435
19400801,415.670473828125,345.6637161799915,345.6637161799915
19400802,417.64518829101564,339.9074365951608,339.9074365951608
19400803,385.0,334.92782922621376,334.92782922621376
19400804,385.4875,330.8481599742851,330.8481599742851
19400805,386.4259375,326.3798984519299,326.3798984519299
19400806,379.0,321.81235221154583,321.81235221154583
19400807,379.0,317.17551590437387,317.17551590437387
19400808,379.45,312.1444766533772,312.1444766533772
19400809,380.84125,306.630870030678,306.630870030678
19400810,384.15315625,300.47954572573303,300.47954572573303
19400811,341.0,295.4446512068735,295.4446512068735
19400812,342.875,291.6749607641876,291.6749607641876
19400813,335.0,287.8428629883109,287.8428629883109
19400814,338.45,283.8794464738496,283.8794464738496
19400815,350.52875,278.9651279447023,278.9651279447023
19400816,360.35159375,272.7644487071106,272.7644487071106
19400817,360.0,265.67704209890337,265.67704209890337
19400818,341.0,258.7995049717874,258.7995049717874
19400819,341.7125,252.10571483436476,252.10571483436476
19400820,344.0215625,244.746689179043,244.746689179043
19400821,346.3824453125,236.60166366062083,236.60166366062083
19400822,347.6287619140625,227.64999285364837,227.64999285364837
19400823,348.7816047705078,217.87524767889403,217.87524767889403
19400824,284.0,209.8875,209.8875
19400825,207.0,207.0,207.0
19400826,207.4875,207.01828125,207.01828125
19400827,211.87593750000002,207.2180390625,207.2180390625
19400828,220.0227421875,207.87288662109376,207.87288662109376
19400829,229.1335365234375,209.12578057617188,209.12578057617188
19400830,238.7235212841797,210.98598670074463,210.98598670074463
19400831,248.5317571878662,213.4341106408905,213.4341106408905
19400901,258.31687539877623,216.24829485223782,216.24829485223782
19400902,266.655609743868,219.0055922533375,219.0055922533375
19400903,271.8564390130779,221.47789649836014,221.47789649836014
19400904,274.22970608709704,223.64814340034678,223.64814340034678
19400905,278.22497813056475,225.5083338324942,225.5083338324942
19400906,283.19560477077243,227.04646727374617,227.04646727374617
19400907,287.08093441296444,228.24480320200644,228.24480320200644
19400908,290.6748643319921,229.08579485221165,229.08579485221165
19400909,263.0,229.599795395489,229.599795395489
19400910,266.6375,229.86308332985584,229.86308332985584
19400911,276.8271875,228.64322302292004,228.64322302292004
19400912,285.54014843749997,224.38318694623115,224.38318694623115
19400913,288.8371373046875,219.2908526820531,219.2908526820531
19400914,289.97435200683594,213.6058614409416,213.6058614409416
19400915,284.0,207.65602512506513,207.65602512506513
19400916,234.0,203.49300013520556,203.49300013520556
19400917,248.39999999999998,200.43567582184386,200.43567582184386
19400918,265.99499999999995,195.8333657533447,195.8333657533447
19400919,270.15787499999993,189.9758193955078,189.9758193955078
19400920,271.19603437499995,183.4324841015625,183.4324841015625
19400921,244.0,177.4190625,177.4190625
19400922,185.0,174.4125,174.4125
19400923,174.0,174.0,174.0
19400924,176.4375,174.09140625,174.09140625
19400925,184.0921875,174.5544140625,174.5544140625
19400926,192.86027343749998,175.59855029296875,175.59855029296875
19400927,199.5082529296875,177.02035044327366,177.02035044327366
19400928,205.8826339599609,178.4430934188673,178.4430934188673
19400929,211.77893641296384,179.69970113225085,179.69970113225085
19400930,194.0,180.79722517666278,180.79722517666278
19401001,196.77499999999998,181.89149578841307,181.89149578841307
19401002,202.529375,183.22354766678208,183.22354766678208
19401003,207.477171875,184.76847296548397,184.76847296548397
19401004,211.641383984375,186.28100632269758,186.28100632269758
19401005,216.69328018554688,187.63797164736954,187.63797164736954
19401006,221.96628417163086,188.8179131413931,188.8179131413931
19401007,202.0,189.83464724290496,189.83464724290496
19401008,204.8875,190.7764014624491,190.7764014624491
19401009,211.04593749999998,191.6611147817735,191.6611147817735
19401010,215.95499218749998,192.42984682195203,192.42984682195203
19401011,220.0833677734375,193.0567073889472,193.0567073889472
19401012,224.87711519042966,193.51820509777997,193.51820509777997
19401013,230.17383155114743,193.788242082993,193.788242082993
19401014,202.0,193.88789962738733,193.88789962738733
19401015,194.0,193.90755715533328,193.90755715533328
19401016,196.58749999999998,194.01152161868328,194.01152161868328
19401017,201.3809375,194.38447390353204,194.38447390353204
19401018,205.8148671875,194.99540638691263,194.99540638691263
19401019,210.7037521484375,195.63279168206464,195.63279168206464
19401020,215.60097073730466,196.17851657528408,196.17851657528408
19401021,202.0,196.6342541972371,196.6342541972371
19401022,203.9125,197.10840388244432,197.10840388244432
19401023,208.3440625,197.67383703890607,197.67383703890607
19401024,213.1932578125,198.23561189480142,198.23561189480142
19401025,218.09126347656252,198.70635388816277,198.70635388816277
19401026,222.4344187158203,199.0600581971729,199.0600581971729
19401027,202.0,199.30928973370405,199.30928973370405
19401028,202.0,199.51109300367625,199.51109300367625
19401029,205.075,199.81307352840054,199.81307352840054
19401030,211.219375,200.4381320762705,200.4381320762705
19401031,217.127921875,201.4682958033627,201.4682958033627
19401101,223.643327734375,202.88709547846207,202.88709547846207
19401102,232.07007815429685,204.68075163294617,204.68075163294617
19401103,240.72732229272458,206.55725033277906,206.55725033277906
19401104,229.0,208.2569481047948,208.2569481047948
19401105,233.2,209.97017699693515,209.97017699693515
19401106,241.06,212.00716372216502,212.00716372216502
19401107,246.6055,214.39408269300264,214.39408269300264
19401108,250.2350875,216.94604852227747,216.94604852227747
19401109,255.0924559375,219.6248777620129,219.6248777620129
19401110,261.5730217421875,222.52796734285022,222.52796734285022
19401111,269.2175451115234,225.74301604915058,225.74301604915058
19401112,285.81372922815916,229.6259626332024,229.6259626332024
19401113,300.67769953604727,233.85616084512043,233.85616084512043
19401114,295.0,237.7499537217153,237.7499537217153
19401115,297.4375,241.2832671284043,241.2832671284043
19401116,302.3546875,244.47133229676945,244.47133229676945
19401117,307.1280859375,247.30762268713562,247.30762268713562
19401118,309.9684794921875,249.78307868002412,249.78307868002412
19401119,307.0,251.90137342767343,251.90137342767343
19401120,308.5375,253.6777586530198,253.6777586530198
19401121,273.0,255.17690136341832,255.17690136341832
19401122,275.55,256.6092587611619,256.6092587611619
19401123,281.88374999999996,258.2673299790748,258.2673299790748
19401124,291.41746875,260.39607593376917,260.39607593376917
19401125,300.94865859375,263.0801000141271,263.0801000141271
19401126,305.8650091992188,266.1046050553039,266.1046050553039
19401127,312.43763350927736,269.26827062617485,269.26827062617485
19401128,322.15481099608155,272.3562666558408,272.3562666558408
19401129,332.4932001713754,275.14048928999233,275.14048928999233
19401130,343.89371015852225,277.5743307283607,277.5743307283607
19401201,355.2641818966331,279.6049243094242,279.6049243094242
19401202,363.9443682543856,281.1795177714478,281.1795177714478
19401203,368.2610406353067,282.25744518759404,282.25744518759404
19401204,372.5164625876587,282.8124708837638,282.8124708837638
19401205,377.72772789358424,279.32785776632136,279.32785776632136
19401206,382.0231483015654,271.1753512529765,271.1753512529765
19401207,384.721412178948,262.07830295671056,262.07830295671056
19401208,372.0,252.64999999999998,252.64999999999998
19401209,248.0,248.0,248.0
19401210,253.625,248.2109375,248.2109375
19401211,264.453125,249.023046875,249.023046875
19401212,274.469140625,250.5559033203125,250.5559033203125
19401213,283.471455078125,252.68698291015625,252.68698291015625
19401214,291.7985959472656,255.30808610534666,255.30808610534666
19401215,301.52620125122064,258.4096595423889,258.4096595423889
19401216,325.5992361573791,262.5461389795322,262.5461389795322
19401217,388.9292934455757,269.6499984161781,269.6499984161781
19401218,475.25959643715737,281.03554463992066,281.03554463992066
19401219,550.9901267043705,293.8269576657318,293.8269576657318
19401220,599.5158672015427,305.09589924264765,305.09589924264765
19401221,617.102177161427,314.62148541894106,314.62148541894106
19401222,624.48201387432,322.3231785811287,322.3231785811287
19401223,630.670862833746,328.18922998980713,328.18922998980713
19401224,634.4080481212151,332.21959325501706,332.21959325501706
19401225,630.0,334.42470698061464,334.42470698061464
19401226,532.0,332.4366682418201,332.4366682418201
19401227,533.7625,316.18440485602173,316.18440485602173
19401228,537.5678125,298.38866825650996,298.38866825650996
19401229,541.0877265624999,278.85306545045,278.85306545045
19401230,545.7311470703125,257.4025488532103,257.4025488532103
19401231,561.688811040039,268.8132836852164,268.8132836852164
